"interview_id","candidate_id","req_id","interview_date","interview_type","interviewer_role","skill_focus","interview_score","recommendation"
"I5808","C2588","R1123","2024-10-29","Phone","Recruiter","Technical Skills","3.3","Neutral"
"I5809","C2732","R1134","2024-12-13","In Person","Recruiter","Problem Solving","3.4","Strong Hire"
"I5810","C2867","R1121","2024-12-16","Video Call","HR Director","Leadership","4.8","Hire"
"I5811","C2185","R1096","2024-07-23","Video Call","HR Director","Communication","3.1","Neutral"
"I5812","C3993","R1010","2024-12-07","Video Call","Ops Director","Technical Skills","3.7","Neutral"
"I5813","C4170","R1080","2024-11-30","Video Call","Ops Director","Technical Skills","2.7","Hire"
"I5814","C3433","R1127","2024-06-20","Phone","HR Director","Personality","2.9","Neutral"
"I5815","C2181","R1061","2024-10-08","Video Call","Ops Director","Leadership","4.1","Neutral"
"I5816","C4790","R1064","2024-08-02","In Person","Ops Director","Leadership","3.2","Strong Hire"
"I5817","C2429","R1146","2024-01-29","Video Call","Engineering Lead","Communication","4","Hire"
"I5818","C2541","R1146","2024-08-30","Phone","Marketing Manager","Teamwork","4","Strong Hire"
"I5819","C4741","R1129","2024-05-30","Video Call","Recruiter","Problem Solving","4.2","Neutral"
"I5820","C2338","R1016","2024-08-22","In Person","Engineering Lead","Leadership","4.7","Hire"
"I5821","C2134","R1052","2024-05-20","Video Call","HR Director","Leadership","3.1","Neutral"
"I5822","C3626","R1137","2024-02-13","In Person","Engineering Lead","Technical Skills","3.8","Neutral"
"I5823","C4396","R1090","2024-12-10","In Person","Marketing Manager","Adaptability","4.3","Hire"
"I5824","C3655","R1062","2024-06-26","Video Call","Recruiter","Adaptability","3.8","Strong Hire"
"I5825","C4468","R1110","2024-03-15","In Person","Marketing Manager","Adaptability","3.5","Neutral"
"I5826","C2535","R1016","2024-09-01","In Person","Engineering Lead","Problem Solving","2.7","Neutral"
"I5827","C3598","R1068","2024-09-23","Phone","Marketing Manager","Teamwork","2.9","Neutral"
"I5828","C4131","R1077","2024-09-20","Phone","Marketing Manager","Leadership","3.1","Neutral"
"I5829","C2823","R1078","2024-07-31","In Person","Marketing Manager","Leadership","3.4","Hire"
"I5830","C4139","R1029","2024-06-20","Video Call","Ops Director","Problem Solving","3.7","Neutral"
"I5831","C2977","R1018","2024-11-11","Phone","Recruiter","Adaptability","3.7","Neutral"
"I5832","C2826","R1009","2024-04-23","In Person","Recruiter","Leadership","4","Strong Hire"
"I5833","C3853","R1118","2024-10-18","Phone","HR Director","Communication","3.2","Hire"
"I5834","C2932","R1011","2024-03-21","In Person","HR Director","Teamwork","4.7","Neutral"
"I5835","C4042","R1125","2024-06-07","Video Call","Ops Director","Teamwork","4.8","Hire"
"I5836","C2121","R1086","2024-02-08","In Person","HR Director","Adaptability","4","Strong Hire"
"I5837","C4722","R1012","2024-07-20","In Person","Ops Director","Problem Solving","3.2","Hire"
"I5838","C4962","R1031","2024-09-04","Phone","HR Director","Adaptability","3.3","Hire"
"I5839","C3472","R1027","2024-04-04","In Person","HR Director","Leadership","4.5","Neutral"
"I5840","C2604","R1044","2024-11-12","Phone","Engineering Lead","Communication","2.6","Strong Hire"
"I5841","C4369","R1075","2024-12-25","Phone","Ops Director","Personality","2.7","Neutral"
"I5842","C2280","R1094","2024-04-25","Video Call","Ops Director","Communication","4.6","Neutral"
"I5843","C2816","R1086","2024-11-24","In Person","Marketing Manager","Teamwork","4.6","Neutral"
"I5844","C4355","R1084","2024-12-03","Video Call","Engineering Lead","Technical Skills","3.8","Hire"
"I5845","C2015","R1106","2024-07-05","Video Call","HR Director","Problem Solving","3.8","Neutral"
"I5846","C2222","R1137","2024-11-28","Video Call","Marketing Manager","Adaptability","4.9","Neutral"
"I5847","C3477","R1001","2024-04-04","Video Call","Ops Director","Adaptability","4","Neutral"
"I5848","C2564","R1092","2024-08-18","Phone","Engineering Lead","Problem Solving","4.2","Neutral"
"I5849","C4730","R1094","2024-08-08","Phone","HR Director","Communication","4","Neutral"
"I5850","C2809","R1059","2024-04-02","Phone","Marketing Manager","Adaptability","4.3","Neutral"
"I5851","C2594","R1108","2024-09-19","Phone","Engineering Lead","Teamwork","4.5","Neutral"
"I5852","C2379","R1138","2024-01-17","In Person","HR Director","Leadership","2.8","Neutral"
"I5853","C4710","R1093","2024-03-27","Phone","Ops Director","Teamwork","2.5","Hire"
"I5854","C3941","R1097","2024-11-28","Phone","Engineering Lead","Communication","2.7","Hire"
"I5855","C3746","R1039","2024-04-27","In Person","Engineering Lead","Technical Skills","4.9","Strong Hire"
"I5856","C2801","R1072","2024-11-23","Video Call","Marketing Manager","Teamwork","4.7","Hire"
"I5857","C4595","R1144","2024-01-17","In Person","Engineering Lead","Technical Skills","4.5","Hire"
"I5858","C3630","R1046","2024-08-23","In Person","Ops Director","Personality","2.9","Neutral"
"I5859","C2485","R1127","2024-05-30","In Person","Ops Director","Adaptability","3.6","Hire"
"I5860","C4444","R1014","2024-04-12","In Person","Recruiter","Personality","4.3","Neutral"
"I5861","C2888","R1038","2024-08-08","In Person","Recruiter","Leadership","4.2","Neutral"
"I5862","C2411","R1051","2024-12-08","Video Call","Engineering Lead","Communication","3.6","Strong Hire"
"I5863","C4843","R1149","2024-08-01","Phone","Marketing Manager","Communication","4.3","Neutral"
"I5864","C4480","R1063","2024-12-05","Video Call","Recruiter","Technical Skills","4.5","Neutral"
"I5865","C4815","R1109","2024-10-10","Video Call","HR Director","Leadership","4.6","Neutral"
"I5866","C3761","R1007","2024-12-19","Phone","Recruiter","Teamwork","4.7","Neutral"
"I5867","C4286","R1053","2024-06-25","Video Call","Marketing Manager","Technical Skills","4","Hire"
"I5868","C3010","R1021","2024-02-27","Phone","Engineering Lead","Adaptability","3.2","Strong Hire"
"I5869","C3208","R1135","2024-07-12","In Person","Ops Director","Technical Skills","4","Neutral"
"I5870","C3952","R1009","2024-03-07","Video Call","Engineering Lead","Leadership","4","Strong Hire"
"I5871","C3457","R1098","2024-09-17","In Person","Ops Director","Leadership","3.5","Strong Hire"
"I5872","C3352","R1043","2024-09-05","In Person","HR Director","Communication","4.9","Hire"
"I5873","C4096","R1117","2024-08-26","Phone","HR Director","Problem Solving","4","Strong Hire"
"I5874","C3676","R1108","2024-09-06","Phone","Ops Director","Teamwork","2.9","Neutral"
"I5875","C4835","R1108","2024-08-11","Video Call","Marketing Manager","Communication","2.7","Neutral"
"I5876","C3519","R1103","2024-08-05","Phone","Ops Director","Personality","4","Neutral"
"I5877","C4725","R1010","2024-11-06","In Person","Ops Director","Problem Solving","3.8","Hire"
"I5878","C4350","R1027","2024-04-22","In Person","HR Director","Personality","2.8","Hire"
"I5879","C2348","R1006","2024-08-24","Video Call","Engineering Lead","Technical Skills","3.1","Strong Hire"
"I5880","C3594","R1070","2024-03-22","Phone","HR Director","Leadership","2.6","Strong Hire"
"I5881","C4743","R1133","2024-07-13","In Person","Marketing Manager","Communication","3.1","Neutral"
"I5882","C2948","R1024","2024-07-21","Phone","Marketing Manager","Personality","4.2","Strong Hire"
"I5883","C4883","R1069","2024-07-27","In Person","Recruiter","Technical Skills","2.9","Hire"
"I5884","C2420","R1002","2024-03-12","Video Call","Engineering Lead","Teamwork","3.7","Hire"
"I5885","C2215","R1100","2024-10-26","In Person","Engineering Lead","Adaptability","4","Strong Hire"
"I5886","C4819","R1128","2024-11-11","Video Call","Recruiter","Personality","3.1","Neutral"
"I5887","C4343","R1124","2024-05-09","Phone","Engineering Lead","Communication","3.7","Hire"
"I5888","C4511","R1019","2024-03-10","Video Call","Marketing Manager","Personality","4.8","Neutral"
"I5889","C3565","R1135","2024-02-03","Phone","HR Director","Adaptability","4.7","Neutral"
"I5890","C4337","R1031","2024-04-16","Phone","Engineering Lead","Adaptability","3.9","Neutral"
"I5891","C2168","R1120","2024-04-13","Phone","Recruiter","Teamwork","4.2","Neutral"
"I5892","C3499","R1097","2024-05-25","In Person","Engineering Lead","Leadership","4.3","Hire"
"I5893","C4942","R1066","2024-02-17","In Person","Recruiter","Technical Skills","4.6","Strong Hire"
"I5894","C3568","R1097","2024-08-24","In Person","Marketing Manager","Problem Solving","4.9","Strong Hire"
"I5895","C4600","R1048","2024-07-23","In Person","Recruiter","Problem Solving","2.9","Hire"
"I5896","C4364","R1040","2024-07-02","In Person","Recruiter","Adaptability","3.6","Neutral"
"I5897","C3732","R1139","2024-09-24","Video Call","Recruiter","Problem Solving","3.4","Neutral"
"I5898","C3600","R1013","2024-11-14","Phone","HR Director","Adaptability","4.2","Hire"
"I5899","C2589","R1065","2024-01-06","Phone","Recruiter","Teamwork","4.1","Neutral"
"I5900","C4487","R1021","2024-11-10","Phone","HR Director","Adaptability","2.8","Neutral"
"I5901","C3392","R1028","2024-08-15","Phone","Recruiter","Adaptability","3.1","Hire"
"I5902","C3572","R1131","2024-09-23","Video Call","Engineering Lead","Adaptability","4.2","Neutral"
"I5903","C4522","R1118","2024-02-07","In Person","HR Director","Problem Solving","4.3","Hire"
"I5904","C2006","R1042","2024-10-31","In Person","Engineering Lead","Personality","3.9","Neutral"
"I5905","C2578","R1046","2024-04-06","Phone","Engineering Lead","Personality","4.5","Neutral"
"I5906","C4779","R1131","2024-06-25","Phone","Recruiter","Leadership","4","Strong Hire"
"I5907","C3028","R1066","2024-01-27","In Person","Ops Director","Technical Skills","2.9","Neutral"
"I5908","C2940","R1010","2024-10-31","In Person","HR Director","Technical Skills","4.8","Neutral"
"I5909","C3399","R1076","2024-09-09","Video Call","Engineering Lead","Communication","3","Strong Hire"
"I5910","C4487","R1021","2024-07-17","Video Call","HR Director","Adaptability","2.9","Strong Hire"
"I5911","C3758","R1139","2024-04-19","Video Call","Recruiter","Leadership","3.5","Strong Hire"
"I5912","C3240","R1103","2024-03-22","Video Call","Ops Director","Teamwork","4.9","Neutral"
"I5913","C2261","R1105","2024-02-08","In Person","Ops Director","Adaptability","4","Neutral"
"I5914","C3222","R1142","2024-08-01","Video Call","HR Director","Leadership","4.4","Hire"
"I5915","C3196","R1001","2024-12-12","In Person","Ops Director","Personality","3.6","Neutral"
"I5916","C4034","R1005","2024-08-25","Video Call","Engineering Lead","Problem Solving","4.7","Strong Hire"
"I5917","C4453","R1121","2024-11-11","In Person","Engineering Lead","Technical Skills","3.4","Strong Hire"
"I5918","C2562","R1010","2024-07-12","Video Call","Ops Director","Technical Skills","4.7","Neutral"
"I5919","C4500","R1045","2024-12-20","Video Call","Recruiter","Adaptability","4.2","Neutral"
"I5920","C4572","R1106","2024-08-01","Video Call","Ops Director","Problem Solving","2.6","Neutral"
"I5921","C2582","R1087","2024-04-04","Video Call","Recruiter","Technical Skills","3","Hire"
"I5922","C2918","R1131","2024-07-12","In Person","HR Director","Personality","4.9","Hire"
"I5923","C2997","R1116","2024-03-08","Video Call","Engineering Lead","Personality","4.1","Neutral"
"I5924","C4756","R1066","2024-11-19","In Person","Engineering Lead","Adaptability","4.3","Neutral"
"I5925","C2929","R1014","2024-03-14","Video Call","Ops Director","Leadership","3.1","Neutral"
"I5926","C2546","R1124","2024-10-07","In Person","Engineering Lead","Communication","3.9","Strong Hire"
"I5927","C2367","R1081","2024-05-02","Video Call","Ops Director","Communication","2.8","Neutral"
"I5928","C2859","R1000","2024-12-10","Video Call","Ops Director","Adaptability","3.3","Strong Hire"
"I5929","C3319","R1006","2024-07-06","In Person","Recruiter","Teamwork","2.7","Neutral"
"I5930","C4129","R1087","2024-03-24","Phone","Engineering Lead","Problem Solving","2.9","Strong Hire"
"I5931","C2068","R1147","2024-10-07","In Person","Recruiter","Problem Solving","3.3","Strong Hire"
"I5932","C3814","R1070","2024-11-06","Phone","Engineering Lead","Teamwork","3.3","Neutral"
"I5933","C2197","R1096","2024-10-23","In Person","Marketing Manager","Adaptability","4.4","Strong Hire"
"I5934","C3552","R1043","2024-07-05","In Person","Marketing Manager","Teamwork","4","Strong Hire"
"I5935","C2411","R1051","2024-10-02","Phone","Ops Director","Leadership","4.9","Neutral"
"I5936","C2655","R1016","2024-07-10","Video Call","Recruiter","Problem Solving","4.7","Neutral"
"I5937","C3591","R1029","2024-08-05","In Person","Ops Director","Leadership","4.6","Hire"
"I5938","C2509","R1026","2024-07-06","Phone","HR Director","Personality","4.1","Strong Hire"
"I5939","C4401","R1098","2024-04-09","In Person","Ops Director","Personality","3","Neutral"
"I5940","C4303","R1121","2024-05-04","Video Call","HR Director","Leadership","3.9","Neutral"
"I5941","C4999","R1075","2024-03-02","In Person","Ops Director","Adaptability","2.8","Strong Hire"
"I5942","C4952","R1058","2024-04-30","Phone","Marketing Manager","Teamwork","3","Strong Hire"
"I5943","C2681","R1003","2024-09-07","Video Call","Marketing Manager","Teamwork","4.7","Strong Hire"
"I5944","C4061","R1143","2024-04-08","Video Call","HR Director","Teamwork","4.4","Strong Hire"
"I5945","C4765","R1014","2024-06-11","Phone","Recruiter","Communication","3.3","Neutral"
"I5946","C2459","R1027","2024-01-18","In Person","Ops Director","Leadership","4","Neutral"
"I5947","C3191","R1118","2024-05-20","Phone","Ops Director","Technical Skills","3.8","Hire"
"I5948","C2399","R1025","2024-04-17","Video Call","Recruiter","Adaptability","3.1","Neutral"
"I5949","C3054","R1043","2024-09-11","Phone","Recruiter","Teamwork","3.9","Neutral"
"I5950","C2914","R1027","2024-02-11","Phone","Engineering Lead","Communication","3.8","Hire"
"I5951","C4572","R1106","2024-03-30","Video Call","Ops Director","Problem Solving","3.9","Neutral"
"I5952","C2333","R1066","2024-02-24","Phone","Marketing Manager","Teamwork","3.5","Strong Hire"
"I5953","C2543","R1056","2024-07-18","Video Call","Marketing Manager","Leadership","4.3","Neutral"
"I5954","C2624","R1051","2024-05-02","In Person","Recruiter","Teamwork","2.6","Strong Hire"
"I5955","C3109","R1060","2024-09-17","Video Call","Ops Director","Technical Skills","4.5","Strong Hire"
"I5956","C4398","R1020","2024-06-29","In Person","Engineering Lead","Teamwork","4.3","Neutral"
"I5957","C3207","R1102","2024-12-13","Video Call","Recruiter","Leadership","4.5","Neutral"
"I5958","C2441","R1053","2024-06-15","Video Call","Marketing Manager","Problem Solving","4","Neutral"
"I5959","C2413","R1118","2024-06-11","Video Call","Engineering Lead","Leadership","3.7","Strong Hire"
"I5960","C2655","R1016","2024-01-13","Video Call","Ops Director","Personality","3.3","Strong Hire"
"I5961","C3024","R1076","2024-08-11","Phone","Marketing Manager","Communication","3.1","Strong Hire"
"I5962","C4879","R1142","2024-09-04","In Person","Engineering Lead","Problem Solving","4","Neutral"
"I5963","C2542","R1088","2024-06-11","In Person","Recruiter","Personality","2.9","Strong Hire"
"I5964","C2006","R1042","2024-04-02","In Person","Ops Director","Personality","3","Neutral"
"I5965","C2940","R1010","2024-09-01","Video Call","Recruiter","Personality","4","Neutral"
"I5966","C2201","R1069","2024-04-17","In Person","Marketing Manager","Communication","4","Neutral"
"I5967","C2926","R1035","2024-07-06","Video Call","Recruiter","Problem Solving","4.8","Hire"
"I5968","C3459","R1116","2024-02-21","In Person","Marketing Manager","Communication","3.8","Neutral"
"I5969","C4978","R1070","2024-10-14","Phone","Ops Director","Problem Solving","4.8","Neutral"
"I5970","C2491","R1074","2024-12-02","Video Call","Engineering Lead","Adaptability","3.5","Hire"
"I5971","C4409","R1140","2024-12-30","In Person","Engineering Lead","Adaptability","3","Neutral"
"I5972","C2404","R1077","2024-05-29","In Person","HR Director","Personality","4.6","Hire"
"I5973","C2607","R1092","2024-02-27","Video Call","Recruiter","Problem Solving","4.2","Neutral"
"I5974","C3540","R1041","2024-06-05","Phone","HR Director","Teamwork","2.5","Neutral"
"I5975","C3042","R1133","2024-07-06","Video Call","Ops Director","Leadership","4.7","Strong Hire"
"I5976","C4030","R1096","2024-08-29","In Person","Ops Director","Technical Skills","3.3","Strong Hire"
"I5977","C2666","R1125","2024-03-14","Video Call","Ops Director","Communication","3.6","Strong Hire"
"I5978","C4213","R1030","2024-01-29","Phone","Recruiter","Leadership","2.8","Neutral"
"I5979","C2436","R1049","2024-08-12","In Person","Recruiter","Personality","4.9","Hire"
"I5980","C3596","R1078","2024-02-17","Phone","HR Director","Technical Skills","2.8","Neutral"
"I5981","C2100","R1080","2024-06-08","Phone","HR Director","Adaptability","4.4","Neutral"
"I5982","C2979","R1085","2024-07-06","In Person","HR Director","Adaptability","4.9","Strong Hire"
"I5983","C4059","R1137","2024-04-08","Phone","HR Director","Communication","2.9","Strong Hire"
"I5984","C3667","R1046","2024-02-14","Phone","HR Director","Adaptability","2.7","Strong Hire"
"I5985","C2215","R1100","2024-12-10","Phone","HR Director","Leadership","3.4","Neutral"
"I5986","C3207","R1102","2024-07-20","In Person","Engineering Lead","Adaptability","3.9","Neutral"
"I5987","C3378","R1109","2024-07-08","In Person","Marketing Manager","Communication","3.6","Strong Hire"
"I5988","C3449","R1118","2024-04-14","In Person","HR Director","Personality","3.4","Neutral"
"I5989","C3806","R1078","2024-07-28","Phone","Marketing Manager","Leadership","4.4","Hire"
"I5990","C4858","R1064","2024-06-20","Video Call","Recruiter","Personality","4","Neutral"
"I5991","C2680","R1120","2024-05-27","Phone","HR Director","Personality","3.2","Hire"
"I5992","C4475","R1054","2024-12-21","Video Call","Marketing Manager","Communication","2.7","Neutral"
"I5993","C4649","R1047","2024-06-27","Phone","Ops Director","Communication","2.8","Strong Hire"
"I5994","C3556","R1063","2024-04-03","Video Call","Ops Director","Communication","2.7","Neutral"
"I5995","C3044","R1078","2024-12-26","Phone","Engineering Lead","Teamwork","3","Neutral"
"I5996","C4149","R1136","2024-05-13","Video Call","Ops Director","Personality","4.7","Hire"
"I5997","C3313","R1132","2024-03-23","Video Call","Engineering Lead","Problem Solving","3.1","Neutral"
"I5998","C4588","R1000","2024-09-20","In Person","Engineering Lead","Leadership","4.5","Neutral"
"I5999","C3047","R1131","2024-04-02","In Person","Ops Director","Technical Skills","3.8","Neutral"
"I6000","C3300","R1113","2024-09-24","Phone","Ops Director","Personality","3.9","Neutral"
"I6001","C4763","R1107","2024-07-30","In Person","Engineering Lead","Technical Skills","4.2","Hire"
"I6002","C3975","R1116","2024-01-05","Phone","Marketing Manager","Communication","3.6","Strong Hire"
"I6003","C4964","R1103","2024-08-19","Phone","Ops Director","Communication","2.7","Neutral"
"I6004","C2227","R1123","2024-02-03","Video Call","HR Director","Problem Solving","3.4","Hire"
"I6005","C3181","R1094","2024-12-02","Video Call","Engineering Lead","Problem Solving","2.9","Neutral"
"I6006","C2234","R1059","2024-12-29","Phone","Marketing Manager","Problem Solving","3.5","Hire"
"I6007","C4990","R1036","2024-05-07","In Person","Recruiter","Technical Skills","2.7","Hire"
"I6008","C4895","R1070","2024-10-09","Video Call","Ops Director","Technical Skills","3.5","Neutral"
"I6009","C3905","R1028","2024-06-25","Video Call","Marketing Manager","Teamwork","4.9","Hire"
"I6010","C4496","R1131","2024-08-28","Phone","Engineering Lead","Technical Skills","2.6","Neutral"
"I6011","C3196","R1001","2024-11-18","Phone","Ops Director","Technical Skills","3.8","Hire"
"I6012","C4767","R1060","2024-05-04","In Person","Marketing Manager","Problem Solving","3.4","Strong Hire"
"I6013","C3858","R1077","2024-03-08","Phone","Marketing Manager","Adaptability","2.8","Hire"
"I6014","C4969","R1106","2024-02-09","Phone","Marketing Manager","Adaptability","3.3","Strong Hire"
"I6015","C4236","R1113","2024-07-14","Phone","Ops Director","Adaptability","4.3","Strong Hire"
"I6016","C3897","R1121","2024-02-11","Video Call","Recruiter","Adaptability","3.2","Neutral"
"I6017","C3743","R1111","2024-03-10","Phone","Ops Director","Teamwork","3.4","Neutral"
"I6018","C4416","R1006","2024-03-20","Video Call","Recruiter","Leadership","2.8","Neutral"
"I6019","C3338","R1121","2024-03-21","Video Call","Ops Director","Personality","2.6","Hire"
"I6020","C4932","R1012","2024-11-12","Phone","Engineering Lead","Teamwork","3.3","Neutral"
"I6021","C3346","R1149","2024-04-01","Phone","Engineering Lead","Personality","3.5","Hire"
"I6022","C2930","R1133","2024-03-19","Phone","Engineering Lead","Problem Solving","3.7","Strong Hire"
"I6023","C2009","R1146","2024-04-30","Phone","Marketing Manager","Teamwork","4","Hire"
"I6024","C2433","R1056","2024-09-18","In Person","Marketing Manager","Adaptability","3.2","Hire"
"I6025","C4003","R1096","2024-04-27","In Person","Marketing Manager","Problem Solving","2.6","Neutral"
"I6026","C2128","R1079","2024-10-17","In Person","Marketing Manager","Adaptability","4.4","Neutral"
"I6027","C3549","R1056","2024-05-11","Phone","Ops Director","Teamwork","4.6","Strong Hire"
"I6028","C4927","R1029","2024-06-04","Video Call","Marketing Manager","Adaptability","4.7","Neutral"
"I6029","C3667","R1046","2024-03-26","Video Call","Marketing Manager","Communication","2.8","Hire"
"I6030","C3907","R1015","2024-07-12","In Person","HR Director","Adaptability","2.9","Hire"
"I6031","C3745","R1052","2024-12-18","Video Call","Ops Director","Communication","4.7","Neutral"
"I6032","C3250","R1092","2024-06-02","Video Call","Recruiter","Teamwork","4.3","Hire"
"I6033","C2957","R1060","2024-03-10","Video Call","Engineering Lead","Personality","3.9","Hire"
"I6034","C3019","R1104","2024-09-25","Video Call","HR Director","Personality","3.5","Hire"
"I6035","C4452","R1009","2024-04-23","In Person","Engineering Lead","Teamwork","3.3","Hire"
"I6036","C4866","R1037","2024-07-06","In Person","Recruiter","Communication","4.1","Strong Hire"
"I6037","C4752","R1065","2024-09-27","Video Call","Recruiter","Personality","2.8","Strong Hire"
"I6038","C2442","R1022","2024-10-07","In Person","HR Director","Technical Skills","3.1","Neutral"
"I6039","C2300","R1044","2024-04-13","Phone","Ops Director","Teamwork","3.3","Strong Hire"
"I6040","C4458","R1005","2024-01-20","Video Call","Recruiter","Leadership","2.8","Neutral"
"I6041","C4685","R1013","2024-03-12","In Person","Recruiter","Teamwork","3.2","Strong Hire"
"I6042","C3881","R1144","2024-08-16","Video Call","HR Director","Teamwork","3.3","Neutral"
"I6043","C4634","R1113","2024-07-20","Video Call","Ops Director","Adaptability","3.5","Hire"
"I6044","C3823","R1109","2024-06-22","Video Call","Recruiter","Personality","2.7","Strong Hire"
"I6045","C2936","R1102","2024-05-29","In Person","Recruiter","Technical Skills","4.6","Hire"
"I6046","C2548","R1081","2024-04-11","In Person","Recruiter","Teamwork","4.3","Strong Hire"
"I6047","C4073","R1071","2024-06-08","In Person","Ops Director","Leadership","3.3","Hire"
"I6048","C2209","R1126","2024-09-17","Video Call","Marketing Manager","Communication","3.7","Neutral"
"I6049","C4414","R1034","2024-05-27","Video Call","Engineering Lead","Adaptability","4.8","Hire"
"I6050","C3392","R1028","2024-11-21","Video Call","Recruiter","Communication","2.6","Strong Hire"
"I6051","C4422","R1134","2024-07-09","In Person","Recruiter","Adaptability","3.6","Neutral"
"I6052","C2855","R1019","2024-10-31","In Person","Engineering Lead","Teamwork","3.5","Hire"
"I6053","C2723","R1070","2024-12-09","Phone","Ops Director","Adaptability","4.8","Strong Hire"
"I6054","C4575","R1038","2024-07-23","Phone","Engineering Lead","Problem Solving","4.7","Hire"
"I6055","C4839","R1076","2024-07-04","Phone","Marketing Manager","Technical Skills","4.5","Hire"
"I6056","C4174","R1055","2024-08-15","In Person","Recruiter","Communication","4.3","Strong Hire"
"I6057","C3437","R1052","2024-03-04","Phone","HR Director","Personality","3.5","Neutral"
"I6058","C3379","R1142","2024-08-22","Phone","Marketing Manager","Personality","3.9","Neutral"
"I6059","C2280","R1094","2024-10-02","Phone","Ops Director","Personality","4.8","Neutral"
"I6060","C2713","R1134","2024-03-04","Video Call","HR Director","Communication","4.5","Hire"
"I6061","C3763","R1023","2024-03-19","Phone","Recruiter","Problem Solving","4.2","Neutral"
"I6062","C4730","R1094","2024-01-25","In Person","Marketing Manager","Technical Skills","3.1","Neutral"
"I6063","C4838","R1135","2024-10-06","In Person","Engineering Lead","Adaptability","3.4","Strong Hire"
"I6064","C3285","R1104","2024-10-19","In Person","Ops Director","Problem Solving","3.2","Neutral"
"I6065","C2969","R1011","2024-01-15","Phone","Recruiter","Personality","4.4","Neutral"
"I6066","C2696","R1138","2024-03-27","Video Call","Recruiter","Leadership","4.3","Neutral"
"I6067","C2945","R1044","2024-06-30","In Person","Recruiter","Adaptability","2.9","Strong Hire"
"I6068","C3634","R1134","2024-11-27","Phone","Recruiter","Teamwork","4.5","Neutral"
"I6069","C4744","R1117","2024-06-21","Video Call","Engineering Lead","Personality","2.6","Neutral"
"I6070","C4766","R1121","2024-09-13","Video Call","Marketing Manager","Technical Skills","4.7","Neutral"
"I6071","C2860","R1099","2024-12-27","Phone","HR Director","Adaptability","4.7","Hire"
"I6072","C3775","R1084","2024-01-29","Phone","Engineering Lead","Teamwork","3.7","Neutral"
"I6073","C3856","R1119","2024-10-21","Phone","Engineering Lead","Leadership","3.6","Strong Hire"
"I6074","C4624","R1076","2024-09-19","In Person","Recruiter","Teamwork","3.6","Strong Hire"
"I6075","C4524","R1098","2024-05-18","Video Call","Engineering Lead","Communication","4.4","Neutral"
"I6076","C2439","R1046","2024-10-18","In Person","Recruiter","Teamwork","2.5","Neutral"
"I6077","C3785","R1024","2024-10-09","In Person","Ops Director","Personality","2.6","Strong Hire"
"I6078","C4703","R1063","2024-12-29","In Person","Recruiter","Technical Skills","4.1","Strong Hire"
"I6079","C4773","R1034","2024-11-08","In Person","Marketing Manager","Problem Solving","3.8","Hire"
"I6080","C4188","R1007","2024-07-04","Video Call","Recruiter","Personality","2.7","Strong Hire"
"I6081","C3870","R1060","2024-03-05","Video Call","Recruiter","Problem Solving","4.3","Neutral"
"I6082","C3685","R1128","2024-09-18","Phone","Ops Director","Personality","4.2","Hire"
"I6083","C2439","R1046","2024-11-10","Video Call","Engineering Lead","Leadership","3","Hire"
"I6084","C3887","R1060","2024-04-03","Video Call","Recruiter","Personality","4.3","Neutral"
"I6085","C3411","R1045","2024-08-11","Video Call","Marketing Manager","Teamwork","2.7","Hire"
"I6086","C3736","R1057","2024-06-17","In Person","Recruiter","Communication","3.6","Neutral"
"I6087","C3031","R1013","2024-03-03","In Person","Marketing Manager","Problem Solving","4.7","Hire"
"I6088","C2959","R1037","2024-10-30","Video Call","HR Director","Personality","2.5","Neutral"
"I6089","C3703","R1118","2024-12-28","In Person","Engineering Lead","Personality","3.6","Neutral"
"I6090","C3036","R1090","2024-06-15","In Person","Recruiter","Communication","2.8","Hire"
"I6091","C4089","R1103","2024-04-21","In Person","Marketing Manager","Adaptability","4.7","Neutral"
"I6092","C2266","R1083","2024-12-20","Video Call","HR Director","Adaptability","3.4","Neutral"
"I6093","C3712","R1045","2024-04-26","In Person","HR Director","Adaptability","3.2","Neutral"
"I6094","C3261","R1036","2024-08-05","Phone","Engineering Lead","Teamwork","3.2","Strong Hire"
"I6095","C3509","R1086","2024-08-03","Video Call","Ops Director","Leadership","3.4","Hire"
"I6096","C4043","R1121","2024-05-11","In Person","HR Director","Communication","3.6","Neutral"
"I6097","C3275","R1125","2024-12-26","Phone","Ops Director","Communication","4.8","Strong Hire"
"I6098","C2225","R1056","2024-12-16","Phone","Engineering Lead","Problem Solving","3.3","Hire"
"I6099","C2464","R1130","2024-07-21","Video Call","HR Director","Communication","4.2","Neutral"
"I6100","C3152","R1098","2024-06-28","Video Call","Recruiter","Leadership","4.3","Neutral"
"I6101","C4050","R1029","2024-08-22","In Person","Ops Director","Leadership","2.7","Neutral"
"I6102","C4464","R1093","2024-01-11","Video Call","Recruiter","Leadership","4.5","Neutral"
"I6103","C4207","R1149","2024-03-15","In Person","HR Director","Teamwork","3.5","Neutral"
"I6104","C2072","R1087","2024-06-11","Phone","HR Director","Adaptability","2.7","Hire"
"I6105","C2572","R1071","2024-07-10","Video Call","Recruiter","Adaptability","2.6","Neutral"
"I6106","C2389","R1138","2024-01-28","Phone","Engineering Lead","Adaptability","4","Neutral"
"I6107","C3018","R1134","2024-01-28","In Person","Recruiter","Problem Solving","4.5","Hire"
